model,model_label,feature_set,base_feature_count,model_column_count,mean_log_loss,worst_fold_log_loss,fold_log_loss_std,mean_brier_score,selected_groups,group_count
market_plus_player_form,Pooled market + player-form logistic,opponent_adjusted_form + position_and_distribution + recency,61,65,0.9362267428258462,0.9510651771101127,0.012237637045980054,0.5512605198260372,opponent_adjusted_form|position_and_distribution|recency,3
market_plus_player_form,Pooled market + player-form logistic,lineup_continuity + position_and_distribution + recency,44,48,0.9351631663650899,0.9504407542377894,0.013836155680863107,0.5505281089576143,lineup_continuity|position_and_distribution|recency,3
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + lineup_continuity,46,50,0.9332348491972111,0.9527434886514806,0.014093360446970366,0.5491149170837123,legacy_player_form|team_strength|opponent_adjusted_form|lineup_continuity,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + position_and_distribution,59,63,0.9398429212636494,0.9557009308304302,0.01236924542365652,0.5529540109869663,legacy_player_form|team_strength|opponent_adjusted_form|position_and_distribution,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + recency,56,60,0.9324932415965401,0.9503505065073975,0.012809834369442422,0.5487236603991247,legacy_player_form|team_strength|opponent_adjusted_form|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + lineup_continuity + position_and_distribution,42,46,0.9382867669965863,0.9535541001268752,0.012863327033232352,0.552274298759525,legacy_player_form|team_strength|lineup_continuity|position_and_distribution,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + lineup_continuity + recency,39,43,0.9317996493576288,0.9500691180931137,0.01325464760147316,0.5484409174529432,legacy_player_form|team_strength|lineup_continuity|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + position_and_distribution + recency,52,56,0.9379095041637127,0.9521046258368264,0.011713263889627006,0.5520187070495017,legacy_player_form|team_strength|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + opponent_adjusted_form + lineup_continuity + position_and_distribution,58,62,0.9396717658639206,0.9553105985975072,0.012836075013059781,0.5532720729454762,legacy_player_form|opponent_adjusted_form|lineup_continuity|position_and_distribution,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + opponent_adjusted_form + lineup_continuity + recency,55,59,0.9312999626361709,0.9494039370685083,0.013140747200606578,0.548134699795316,legacy_player_form|opponent_adjusted_form|lineup_continuity|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + opponent_adjusted_form + position_and_distribution + recency,68,72,0.9380711872315323,0.951751714519467,0.011290962248720742,0.552392943986995,legacy_player_form|opponent_adjusted_form|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + lineup_continuity + position_and_distribution + recency,51,55,0.9378255505253023,0.9513312136181915,0.012485868772654651,0.5520921759816565,legacy_player_form|lineup_continuity|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,team_strength + opponent_adjusted_form + lineup_continuity + position_and_distribution,59,63,0.9397320809248189,0.9582200474158821,0.014977553010093986,0.5530346838994132,team_strength|opponent_adjusted_form|lineup_continuity|position_and_distribution,4
market_plus_player_form,Pooled market + player-form logistic,team_strength + opponent_adjusted_form + lineup_continuity + recency,56,60,0.9324855917593387,0.9529821442077997,0.015133654175560021,0.5490033836746897,team_strength|opponent_adjusted_form|lineup_continuity|recency,4
market_plus_player_form,Pooled market + player-form logistic,team_strength + opponent_adjusted_form + position_and_distribution + recency,69,73,0.9393060622297774,0.9549077849521437,0.012817047206708636,0.5527263640505276,team_strength|opponent_adjusted_form|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,team_strength + lineup_continuity + position_and_distribution + recency,52,56,0.938223203366548,0.9548808176517849,0.014213753182892775,0.5523820640504248,team_strength|lineup_continuity|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,opponent_adjusted_form + lineup_continuity + position_and_distribution + recency,68,72,0.9386973076082253,0.954678731996253,0.01378460764001894,0.5526767801630874,opponent_adjusted_form|lineup_continuity|position_and_distribution|recency,4
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + lineup_continuity + position_and_distribution,66,70,0.9425115298920284,0.9589897480744286,0.013302061753563226,0.5545778181012553,legacy_player_form|team_strength|opponent_adjusted_form|lineup_continuity|position_and_distribution,5
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + lineup_continuity + recency,63,67,0.9344971277790804,0.9527853025945273,0.013262566041706298,0.5499908458248931,legacy_player_form|team_strength|opponent_adjusted_form|lineup_continuity|recency,5
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + position_and_distribution + recency,76,80,0.9409476841659008,0.9552186757510256,0.011519396463065278,0.5537206779895725,legacy_player_form|team_strength|opponent_adjusted_form|position_and_distribution|recency,5
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + lineup_continuity + position_and_distribution + recency,59,63,0.9407683451884219,0.9553432359706908,0.012484695710397481,0.5537832883020881,legacy_player_form|team_strength|lineup_continuity|position_and_distribution|recency,5
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + opponent_adjusted_form + lineup_continuity + position_and_distribution + recency,75,79,0.9405828784789734,0.9552801917067001,0.01237694103344901,0.5537746310965637,legacy_player_form|opponent_adjusted_form|lineup_continuity|position_and_distribution|recency,5
market_plus_player_form,Pooled market + player-form logistic,team_strength + opponent_adjusted_form + lineup_continuity + position_and_distribution + recency,76,80,0.9417845627545072,0.9586337694288785,0.014445798092807573,0.5542655356881935,team_strength|opponent_adjusted_form|lineup_continuity|position_and_distribution|recency,5
market_plus_player_form,Pooled market + player-form logistic,legacy_player_form + team_strength + opponent_adjusted_form + lineup_continuity + position_and_distribution + recency,83,87,0.9435257766596418,0.9586555899236873,0.012523222669671515,0.555246527444401,legacy_player_form|team_strength|opponent_adjusted_form|lineup_continuity|position_and_distribution|recency,6
