feature_signature,feature_set,league,validation_season,train_seasons,train_matches,validation_matches,base_feature_count,log_loss,brier_score,accuracy,baseline_log_loss,baseline_brier_score,log_loss_delta,brier_delta,selected_groups
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_max_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|replacement_quality|retained_starters,lineup_continuity + position_and_distribution,turkey,2024-25,2020-21;2021-22;2022-23;2023-24,1295,269,27,0.9339176646364751,0.550713329017356,0.5687732342007435,0.9536273475763217,0.5662048951342988,-0.01970968293984665,-0.015491566116942801,lineup_continuity|position_and_distribution
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,belgium,2022-23,2020-21;2021-22,569,304,24,0.9788590856790702,0.5790495970510439,0.5460526315789473,0.9758098098409258,0.5785987465121714,0.003049275838144405,0.0004508505388725048,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,netherlands,2022-23,2020-21;2021-22,562,288,24,0.998686703856531,0.59185355097836,0.5486111111111112,0.9424312896770637,0.55917490524905,0.05625541417946733,0.03267864572931001,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,portugal,2022-23,2020-21;2021-22,477,240,24,0.9329088146913598,0.5424536917767788,0.5791666666666667,0.9264125568843918,0.5413254644388367,0.006496257806967942,0.001128227337942156,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,scotland,2022-23,2020-21;2021-22,456,226,24,0.9023531792572894,0.5284123069725674,0.584070796460177,0.8922513432577722,0.5209108259524217,0.010101835999517195,0.007501481020145695,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,turkey,2022-23,2020-21;2021-22,679,277,24,0.996983524910546,0.5948634452300672,0.5342960288808665,1.0109009899979697,0.6040234982906969,-0.013917465087423753,-0.009160053060629725,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,belgium,2023-24,2020-21;2021-22;2022-23,873,312,24,1.0067680352333452,0.6020697998312284,0.5096153846153846,1.0013902654798221,0.5968977069661953,0.0053777697535231095,0.005172092865033173,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,netherlands,2023-24,2020-21;2021-22;2022-23,850,306,24,0.9258258202596613,0.5475895871411153,0.545751633986928,0.9362458767235576,0.5558519147774328,-0.010420056463896321,-0.008262327636317512,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,portugal,2023-24,2020-21;2021-22;2022-23,717,64,24,0.8511388113589625,0.49255988181465865,0.671875,0.8504730910418652,0.4909985983368065,0.0006657203170973292,0.0015612834778521711,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,scotland,2023-24,2020-21;2021-22;2022-23,682,212,24,0.9719784854598211,0.573749912496061,0.5471698113207547,0.9470891943684686,0.5599571691785574,0.024889291091352517,0.013792743317503575,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,turkey,2023-24,2020-21;2021-22;2022-23,956,339,24,1.0095690059948732,0.599554207688853,0.49557522123893805,0.9877503766288129,0.5866877376266167,0.02181862936606027,0.01286647006223629,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,belgium,2024-25,2020-21;2021-22;2022-23;2023-24,1185,309,24,1.0381638944847018,0.6174485528112607,0.5145631067961165,1.0210319063819453,0.6110196844727422,0.017131988102756512,0.006428868338518412,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,netherlands,2024-25,2020-21;2021-22;2022-23;2023-24,1156,303,24,1.0060421215552713,0.5985454536362652,0.5247524752475248,0.9733297625102274,0.5815499995050698,0.03271235904504388,0.01699545413119541,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,portugal,2024-25,2020-21;2021-22;2022-23;2023-24,781,219,24,0.9841340283736935,0.5845759688779306,0.502283105022831,0.9784602195399043,0.5819002973102524,0.005673808833789207,0.0026756715676782283,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,scotland,2024-25,2020-21;2021-22;2022-23;2023-24,894,227,24,0.9865909549491355,0.584264655020301,0.5374449339207048,0.9708563441267432,0.5766148793072842,0.01573461082239236,0.0076497757130168376,lineup_continuity|recency
defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mean_pairwise_prior_minutes|mean_pairwise_prior_starts|missing_regular_starters|new_player_pairs|new_starters|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|replacement_quality|retained_starters|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,lineup_continuity + recency,turkey,2024-25,2020-21;2021-22;2022-23;2023-24,1295,269,24,0.9324856012190254,0.551045721331195,0.5724907063197026,0.9536273475763217,0.5662048951342988,-0.021141746357296376,-0.015159173803103831,lineup_continuity|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,belgium,2022-23,2020-21;2021-22,569,304,37,0.9944731314293122,0.5872643824571708,0.5361842105263158,0.9758098098409258,0.5785987465121714,0.01866332158838635,0.008665635944999472,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,netherlands,2022-23,2020-21;2021-22,562,288,37,0.9935782441503405,0.5907450629760689,0.5243055555555556,0.9424312896770637,0.55917490524905,0.05114695447327677,0.03157015772701888,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,portugal,2022-23,2020-21;2021-22,477,240,37,0.9518878741861897,0.5559556041600139,0.5666666666666667,0.9264125568843918,0.5413254644388367,0.025475317301797862,0.014630139721177216,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,scotland,2022-23,2020-21;2021-22,456,226,37,0.9173355550597146,0.5357880253685264,0.5707964601769911,0.8922513432577722,0.5209108259524217,0.025084211801942424,0.01487719941610477,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,turkey,2022-23,2020-21;2021-22,679,277,37,0.9942461906438843,0.5912925197110942,0.516245487364621,1.0109009899979697,0.6040234982906969,-0.016654799354085426,-0.012730978579602703,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,belgium,2023-24,2020-21;2021-22;2022-23,873,312,37,1.0122880100918605,0.6069531048990652,0.5064102564102564,1.0013902654798221,0.5968977069661953,0.010897744612038407,0.010055397932869914,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,netherlands,2023-24,2020-21;2021-22;2022-23,850,306,37,0.9264496453521631,0.550565457703186,0.5522875816993464,0.9362458767235576,0.5558519147774328,-0.009796231371394515,-0.0052864570742467976,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,portugal,2023-24,2020-21;2021-22;2022-23,717,64,37,0.8882111339908467,0.5114464634298554,0.625,0.8504730910418652,0.4909985983368065,0.03773804294898153,0.020447865093048967,position_and_distribution|recency
adjusted_defensive_actions_lineup_std_across_starters_5|adjusted_key_passes_lineup_std_across_starters_5|adjusted_rating_lineup_std_across_starters_5|adjusted_shots_lineup_std_across_starters_5|def_adjusted_defensive_actions_5|def_count|def_rating_mean_5|defensive_actions_per90_lineup_mean_1|defensive_actions_per90_lineup_mean_3|defensive_actions_per90_lineup_mean_ewm|defensive_actions_per90_lineup_mean_trend_1_5|fwd_adjusted_shots_5|fwd_count|fwd_rating_mean_5|gk_count|gk_rating_mean_5|gk_saves_per90_5|key_passes_per90_lineup_mean_1|key_passes_per90_lineup_mean_3|key_passes_per90_lineup_mean_ewm|key_passes_per90_lineup_mean_trend_1_5|mid_adjusted_key_passes_5|mid_count|mid_rating_mean_5|rating_lineup_max_5|rating_lineup_mean_1|rating_lineup_mean_3|rating_lineup_mean_ewm|rating_lineup_mean_std_5|rating_lineup_mean_trend_1_5|rating_lineup_min_5|rating_lineup_std_across_starters_5|rating_lineup_top3_mean_5|shots_per90_lineup_mean_1|shots_per90_lineup_mean_3|shots_per90_lineup_mean_ewm|shots_per90_lineup_mean_trend_1_5,position_and_distribution + recency,scotland,2023-24,2020-21;2021-22;2022-23,682,212,37,1.006232676692242,0.5896576487013531,0.5424528301886793,0.9470891943684686,0.5599571691785574,0.05914348232377342,0.029700479522795642,position_and_distribution|recency
