seed,step,action,feature,feature_count,equal_league_log_loss_delta,leagues_improved,worst_league_log_loss_delta,accepted
lineup_continuity,4,add,rating_lineup_mean_1,7,-0.005638671799921812,3,0.0023844218592519173,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_trend_1_5,7,-0.005615033126799407,3,0.002666698847288762,False
lineup_continuity,4,remove,new_player_pairs,5,-0.005592348744665321,3,0.0006555899435427559,False
lineup_continuity,4,add,gk_count,7,-0.00554217728305253,3,0.0021349059070736587,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_1,7,-0.005433512436099375,3,0.002206395538417727,False
lineup_continuity,4,add,shots_per90_lineup_mean_ewm,7,-0.0053905723009622045,3,0.002194256207048273,False
lineup_continuity,4,add,rating_mean_5,7,-0.0053624811995576895,3,0.0020392938908206926,False
lineup_continuity,4,add,rating_lineup_mean_ewm,7,-0.005338022655773256,3,0.002301719938682112,False
lineup_continuity,4,remove,missing_regular_starters,5,-0.005244930825340633,3,0.0026555345041465728,False
lineup_continuity,4,add,rating_lineup_max_5,7,-0.005201667095511842,3,0.003089655555286397,False
lineup_continuity,4,add,shots_per90_sum_5,7,-0.005200185441881944,3,0.0025925552625414294,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_ewm,7,-0.00516868021577086,3,0.0021403537792310523,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_1,7,-0.005136155474617499,3,0.0033036228587408623,False
lineup_continuity,4,add,key_passes_per90_sum_5,7,-0.005107762818242057,3,0.0029902195041284774,False
lineup_continuity,4,add,rating_lineup_top3_mean_5,7,-0.005089917903761942,3,0.003158076899569373,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_trend_1_5,7,-0.005071992374486678,3,0.00285549289184317,False
lineup_continuity,4,add,def_adjusted_defensive_actions_5,7,-0.005011007453682126,3,0.0025589431937536045,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_5,7,-0.005010123897689511,3,0.0026932019152370312,False
lineup_continuity,4,add,fwd_adjusted_shots_5,7,-0.005007510730446851,3,0.004315247161630342,False
lineup_continuity,4,add,rating_lineup_mean_3,7,-0.005003404693991143,3,0.0025451404598033633,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_std_5,7,-0.004996568731270146,3,0.0021720640003797254,False
lineup_continuity,4,add,defensive_actions_per90_lineup_mean_1,7,-0.004986117832891379,3,0.0014966362160349078,False
lineup_continuity,4,add,fwd_rating_mean_5,7,-0.004974668620591105,3,0.0024253409460281983,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_1,7,-0.004962015700283384,3,0.0016581218986473356,False
lineup_continuity,4,add,starters_without_history,7,-0.004933968068140148,3,0.002146694335576016,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_1,7,-0.004927141403293489,3,0.003954680082982609,False
lineup_continuity,4,add,shots_per90_lineup_mean_trend_1_5,7,-0.004884398991674832,3,0.0036847250658702535,False
lineup_continuity,4,add,key_passes_per90_lineup_mean_ewm,7,-0.004814002202388368,3,0.0025031075983342754,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_ewm,7,-0.004776676812997515,3,0.0028619060088466153,False
lineup_continuity,4,add,starters_without_full_window,7,-0.0047561973503596365,3,0.002507628098409098,False
lineup_continuity,4,add,shots_per90_lineup_mean_1,7,-0.004746165364700672,3,0.0043794223667315,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_3,7,-0.004742707407253332,3,0.0032718965718174786,False
lineup_continuity,4,add,adjusted_shots_lineup_mean_std_5,7,-0.004740867512516433,3,0.0023148654006970304,False
lineup_continuity,4,add,adjusted_rating_lineup_std_across_starters_5,7,-0.004734679903537042,3,0.0026109992822260786,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_trend_1_5,7,-0.0047339603206741025,3,0.001848211515780962,False
lineup_continuity,4,add,defensive_actions_per90_lineup_mean_trend_1_5,7,-0.004730581013162616,3,0.0017844355767122622,False
lineup_continuity,4,add,shots_per90_lineup_mean_3,7,-0.004723259368792832,3,0.0031106152257158737,False
lineup_continuity,4,add,mid_adjusted_key_passes_5,7,-0.004634766961395931,3,0.0025804420625792357,False
lineup_continuity,4,add,new_starters,7,-0.004603025087980006,3,0.002491434800591108,False
lineup_continuity,4,add,fwd_count,7,-0.0045979139199064266,3,0.0049756770957318786,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_ewm,7,-0.004596727153161617,2,0.0019904977547815506,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_std_5,7,-0.004525179510886912,3,0.003229162916542405,False
lineup_continuity,4,add,def_rating_mean_5,7,-0.004500489357983683,4,0.0026376512029089305,False
lineup_continuity,4,add,rating_lineup_mean_std_5,7,-0.004480005958987699,3,0.0034021961298309478,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_trend_1_5,7,-0.0044673641984418035,3,0.0063950222931765666,False
lineup_continuity,4,add,retained_starters,7,-0.004429829775271621,3,0.0029159053763423426,False
lineup_continuity,4,add,gk_rating_mean_5,7,-0.004421426096473069,3,0.002563695479230743,False
lineup_continuity,4,add,recent_minutes_sum_5,7,-0.0044132911391515876,2,0.0021290717737521003,False
lineup_continuity,4,add,mid_count,7,-0.004399950170529032,3,0.0033283321893069484,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_3,7,-0.004314534947921289,2,0.0027085048779698084,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_ewm,7,-0.004312837615548215,3,0.0026341112025001223,False
lineup_continuity,4,add,defensive_actions_per90_lineup_mean_3,7,-0.004297919917608572,2,0.002430969566536323,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_5,7,-0.00426299471989997,3,0.0027123877233949933,False
lineup_continuity,4,add,key_passes_per90_lineup_mean_1,7,-0.004230250297430738,3,0.00670047592780354,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_5,7,-0.004226614358527625,2,0.0027266826550818024,False
lineup_continuity,4,add,defensive_actions_per90_lineup_mean_ewm,7,-0.004102461243507505,3,0.002852044658440578,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_5,7,-0.004090883205161933,3,0.0033024012424122118,False
lineup_continuity,4,add,key_passes_per90_lineup_mean_trend_1_5,7,-0.004064624031343156,3,0.0064819923657679634,False
lineup_continuity,4,add,adjusted_rating_lineup_mean_3,7,-0.0038825753528993314,3,0.0024186799984228236,False
lineup_continuity,4,add,adjusted_key_passes_lineup_std_across_starters_5,7,-0.0038309836591842394,3,0.004086745123213609,False
lineup_continuity,4,add,defensive_actions_per90_sum_5,7,-0.003743257727525595,2,0.0032410978726633566,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_mean_std_5,7,-0.0037016392804703367,3,0.004200577516074944,False
lineup_continuity,4,add,def_count,7,-0.0036535373396703987,3,0.0037050721323608204,False
lineup_continuity,4,add,adjusted_key_passes_lineup_mean_3,7,-0.003647419617604464,2,0.0034364754695680455,False
lineup_continuity,4,remove,key_passes_per90_lineup_mean_3,5,-0.0025261799029739685,3,0.0017495371609526078,False
lineup_continuity,4,add,adjusted_defensive_actions_lineup_std_across_starters_5,7,-0.002303214420479116,3,0.004579258383038631,False
lineup_continuity,4,add,attack_goal_rate_ewm,7,-0.0018194882249002564,2,0.0051143013340188,False
lineup_continuity,4,add,defence_goal_rate_ewm,7,-0.0016064418070981246,2,0.005241682276584392,False
lineup_continuity,4,add,elo_difference,7,-0.0013844703025529316,2,0.008962251087248463,False
lineup_continuity,4,add,elo_rating,7,-0.0013844349399479317,2,0.008962506849812368,False
lineup_continuity,4,add,opponent_elo_rating,7,-0.0013826866510816993,2,0.008971072068594044,False
lineup_continuity,4,add,elo_expected_result,7,-0.0005483951974175838,2,0.010764080771872964,False
lineup_continuity,4,add,expected_goals_strength,7,0.0006419044507002258,1,0.006640199028596916,False
lineup_continuity,4,add,prior_team_matches,7,0.034569357294276994,2,0.11607923965266087,False
lineup_continuity,5,add,mid_rating_mean_5,6,-0.006472297941343008,4,0.001865202376952979,False
lineup_continuity,5,remove,mean_pairwise_prior_starts,4,-0.0063345375658838245,3,0.0011463213086775337,False
lineup_continuity,5,add,rating_lineup_mean_trend_1_5,6,-0.006328014607456622,3,0.0020391626257580953,False
lineup_continuity,5,remove,new_player_pairs,4,-0.006293340306385775,5,-1.3644748478869317e-05,False
lineup_continuity,5,remove,mean_pairwise_prior_minutes,4,-0.006187343198105921,3,0.0011166470752879132,False
lineup_continuity,5,add,rating_lineup_min_5,6,-0.006185249451344732,3,0.0019684928674583713,False
lineup_continuity,5,add,rating_lineup_std_across_starters_5,6,-0.006174410982323764,3,0.0018979513479756571,False
lineup_continuity,5,add,adjusted_shots_lineup_std_across_starters_5,6,-0.006155562384689528,4,0.0018747807496195534,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_trend_1_5,6,-0.006146690583733916,3,0.002661231875348502,False
lineup_continuity,5,add,gk_saves_per90_5,6,-0.0060646422707473,3,0.002519868619899057,False
lineup_continuity,5,add,gk_count,6,-0.006042308492285398,3,0.0021592992506240805,False
lineup_continuity,5,add,rating_lineup_mean_1,6,-0.005973798403842689,3,0.0024721095415252137,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_1,6,-0.005967544218298726,3,0.0021869285838369557,False
lineup_continuity,5,add,shots_per90_lineup_mean_ewm,6,-0.005916436564240302,3,0.002232836229068891,False
lineup_continuity,5,add,rating_mean_5,6,-0.005885138224371733,3,0.0019612257665420074,False
lineup_continuity,5,add,rating_lineup_mean_ewm,6,-0.00579930930680701,3,0.002319858029191213,False
lineup_continuity,5,remove,missing_regular_starters,4,-0.005790783955793022,3,0.0030357218587688806,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_ewm,6,-0.005687342901565318,3,0.0022333729750265707,False
lineup_continuity,5,add,shots_per90_sum_5,6,-0.005680428905908896,3,0.0025136802058614016,False
lineup_continuity,5,add,rating_lineup_mean_3,6,-0.005663218624604371,3,0.0026265925890593955,False
lineup_continuity,5,add,rating_lineup_max_5,6,-0.005656527908441689,3,0.0031149464487125744,False
lineup_continuity,5,add,key_passes_per90_sum_5,6,-0.005630496398235274,3,0.002947393410113852,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_1,6,-0.005628068805300268,3,0.0033236892351906633,False
lineup_continuity,5,add,fwd_rating_mean_5,6,-0.005583828311099204,3,0.002488892970410106,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_trend_1_5,6,-0.0055787772780911075,3,0.002869464519376308,False
lineup_continuity,5,add,defensive_actions_per90_lineup_mean_1,6,-0.005567934282495246,3,0.001459022627062101,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_std_5,6,-0.005566549021254019,3,0.0021893060116175977,False
lineup_continuity,5,add,rating_lineup_top3_mean_5,6,-0.005542298090698905,3,0.003212005961977571,False
lineup_continuity,5,add,replacement_quality,6,-0.005542187397232934,3,0.002134930275503155,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_1,6,-0.005532986904882686,3,0.0016573047353993786,False
lineup_continuity,5,add,fwd_adjusted_shots_5,6,-0.005501407109659917,3,0.004483722568564774,False
lineup_continuity,5,add,starters_without_history,6,-0.005480043655138056,3,0.0020190596485003542,False
lineup_continuity,5,add,def_adjusted_defensive_actions_5,6,-0.005466731757774368,3,0.002469906351870277,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_5,6,-0.005446478980951431,3,0.0027306402983948708,False
lineup_continuity,5,add,shots_per90_lineup_mean_trend_1_5,6,-0.005401667107025543,3,0.0036953036523730276,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_1,6,-0.005401199394720923,3,0.003802633118301202,False
lineup_continuity,5,add,starters_without_full_window,6,-0.005372834446602548,3,0.0022469852568072213,False
lineup_continuity,5,add,key_passes_per90_lineup_mean_ewm,6,-0.005325476795694883,3,0.0023020532643639458,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_ewm,6,-0.005304450113724291,3,0.0024631618842472225,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_trend_1_5,6,-0.005265498186516093,3,0.0018851229033125527,False
lineup_continuity,5,add,shots_per90_lineup_mean_1,6,-0.0052644653193431035,3,0.004384265071999627,False
lineup_continuity,5,add,shots_per90_lineup_mean_3,6,-0.005255868293654475,3,0.00309672690115681,False
lineup_continuity,5,add,defensive_actions_per90_lineup_mean_trend_1_5,6,-0.0052481453790905516,3,0.0018291178985103684,False
lineup_continuity,5,add,mid_adjusted_key_passes_5,6,-0.005219880175145031,3,0.002452242084194367,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_3,6,-0.005219695006391167,3,0.003384529511723189,False
lineup_continuity,5,add,adjusted_shots_lineup_mean_std_5,6,-0.005219345931280195,3,0.0023686420413020493,False
lineup_continuity,5,add,recent_minutes_sum_5,6,-0.005174330720495268,3,0.0020948394434139317,False
lineup_continuity,5,add,adjusted_rating_lineup_std_across_starters_5,6,-0.005161339512277841,3,0.0027928429254735487,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_ewm,6,-0.005130637526560511,2,0.002012088803581502,False
lineup_continuity,5,add,fwd_count,6,-0.005077974938030372,3,0.005016434452469021,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_3,6,-0.004976750510695083,3,0.002710739180447952,False
lineup_continuity,5,add,new_starters,6,-0.004976248527300031,3,0.00220940259187119,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_trend_1_5,6,-0.004942213694481046,3,0.006216745089488551,False
lineup_continuity,5,add,def_rating_mean_5,6,-0.004922179038161589,4,0.002825546121402178,False
lineup_continuity,5,add,mid_count,6,-0.00490801328956394,3,0.0032804490055704516,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_std_5,6,-0.004897679584128923,3,0.00404512048120198,False
lineup_continuity,5,add,retained_starters,6,-0.004886247759476814,3,0.0025997369628144584,False
lineup_continuity,5,add,rating_lineup_mean_std_5,6,-0.004875266348833884,3,0.004189518010125681,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_ewm,6,-0.0048307809868932015,3,0.002720671674223185,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_5,6,-0.004802477684029793,3,0.002862795862590639,False
lineup_continuity,5,add,gk_rating_mean_5,6,-0.004743771878799485,3,0.0025603969927892045,False
lineup_continuity,5,add,defensive_actions_per90_lineup_mean_3,6,-0.004736901454593312,2,0.002379127688328264,False
lineup_continuity,5,add,key_passes_per90_lineup_mean_1,6,-0.004716851791102728,3,0.006484947827650078,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_5,6,-0.004699162981212956,3,0.002837039846121825,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_5,6,-0.004684518725222353,2,0.002764642712917764,False
lineup_continuity,5,add,defensive_actions_per90_lineup_mean_ewm,6,-0.004650482802343925,3,0.002535452476063682,False
lineup_continuity,5,add,adjusted_rating_lineup_mean_3,6,-0.004552313446266254,3,0.002465539596081312,False
lineup_continuity,5,add,key_passes_per90_lineup_mean_trend_1_5,6,-0.004547385217436806,3,0.0062565128756686406,False
lineup_continuity,5,add,adjusted_key_passes_lineup_std_across_starters_5,6,-0.0043316576787552075,3,0.004359532018107126,False
lineup_continuity,5,add,adjusted_key_passes_lineup_mean_3,6,-0.004266442839591123,2,0.0031321658466010316,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_mean_std_5,6,-0.004244869993056533,3,0.003414597539776465,False
lineup_continuity,5,add,defensive_actions_per90_sum_5,6,-0.004227708402472441,2,0.003200199947345661,False
lineup_continuity,5,add,def_count,6,-0.004173872550662039,3,0.003609648170365576,False
lineup_continuity,5,add,adjusted_defensive_actions_lineup_std_across_starters_5,6,-0.0030414559133157713,3,0.004495805827277488,False
lineup_continuity,5,remove,key_passes_per90_lineup_mean_3,4,-0.003002531409342546,3,0.001785263448739638,False
lineup_continuity,5,add,attack_goal_rate_ewm,6,-0.002346052431629575,2,0.005027639345492885,False
lineup_continuity,5,add,defence_goal_rate_ewm,6,-0.0020191242629981065,2,0.0052784680529804895,False
lineup_continuity,5,add,elo_difference,6,-0.001912380022154192,2,0.008831257208699261,False
lineup_continuity,5,add,elo_rating,6,-0.001912227411590539,2,0.008832146658178663,False
lineup_continuity,5,add,opponent_elo_rating,6,-0.0019120848187819338,2,0.008832780537435081,False
lineup_continuity,5,add,elo_expected_result,6,-0.0010927847713884554,2,0.010608253310773419,False
lineup_continuity,5,add,expected_goals_strength,6,0.00021895618225182823,1,0.00642562734489982,False
lineup_continuity,5,add,prior_team_matches,6,0.033023220792424125,2,0.11669643654697914,False
legacy_player_form,1,remove,rating_mean_5,6,-0.00040227826382650546,2,0.003724339298682877,True
legacy_player_form,1,remove,defensive_actions_per90_sum_5,6,0.0003592328698129643,2,0.0040221792112270505,False
legacy_player_form,1,remove,starters_without_history,6,0.0007778902018949374,2,0.006956863058030782,False
legacy_player_form,1,remove,shots_per90_sum_5,6,0.0012472305032503294,2,0.010232656246450755,False
legacy_player_form,1,add,missing_regular_starters,8,0.0012830313512957714,2,0.009681191543130518,False
legacy_player_form,1,add,adjusted_shots_lineup_std_across_starters_5,8,0.0013942628718410567,2,0.010403776235128559,False
legacy_player_form,1,add,rating_lineup_mean_ewm,8,0.0014459226816577742,2,0.007566071544661601,False
legacy_player_form,1,remove,recent_minutes_sum_5,6,0.0015654751918388276,2,0.007821891624700594,False
legacy_player_form,1,add,rating_lineup_std_across_starters_5,8,0.0016151393103937429,2,0.010076881210983712,False
legacy_player_form,1,add,mean_pairwise_prior_minutes,8,0.0016173697805451637,2,0.01014263379419722,False
legacy_player_form,1,add,rating_lineup_min_5,8,0.0016257030496484859,2,0.010360426431528902,False
legacy_player_form,1,remove,starters_without_full_window,6,0.0016824011682286199,2,0.010069116649679577,False
legacy_player_form,1,add,mean_pairwise_prior_starts,8,0.001719048445155602,2,0.010358179188262318,False
legacy_player_form,1,add,key_passes_per90_lineup_mean_3,8,0.0019389924956465742,2,0.011326963956695746,False
legacy_player_form,1,add,rating_lineup_mean_trend_1_5,8,0.0020598791361902567,2,0.009912701281557301,False
legacy_player_form,1,add,rating_lineup_mean_1,8,0.0020607115553564538,2,0.00991057999585876,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_1,8,0.002077816656431475,2,0.00937838166591054,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_trend_1_5,8,0.0021935606760357996,2,0.010177110266400113,False
legacy_player_form,1,add,gk_count,8,0.002286141796259056,2,0.010045096819214061,False
legacy_player_form,1,add,fwd_adjusted_shots_5,8,0.002293599739511354,2,0.009567790398433473,False
legacy_player_form,1,add,mid_rating_mean_5,8,0.002308208765753017,2,0.009234039143175776,False
legacy_player_form,1,add,rating_lineup_top3_mean_5,8,0.0024428132896811006,2,0.009781204731381776,False
legacy_player_form,1,add,rating_lineup_max_5,8,0.0025163638887825577,2,0.009253957526014212,False
legacy_player_form,1,add,new_player_pairs,8,0.0025211834406381863,2,0.00877437176425444,False
legacy_player_form,1,add,adjusted_key_passes_lineup_std_across_starters_5,8,0.002564859715281731,3,0.012439259438678407,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_std_5,8,0.002569026797672613,2,0.011075940303031162,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_3,8,0.0026102248656403094,2,0.011297859424160284,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_1,8,0.00262021005097135,2,0.010233234742826447,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_trend_1_5,8,0.002623180982616624,2,0.009851456772876244,False
legacy_player_form,1,add,defensive_actions_per90_lineup_mean_3,8,0.0027373959036110394,2,0.009891421811488388,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_ewm,8,0.002738027926348341,2,0.010473944589411976,False
legacy_player_form,1,add,shots_per90_lineup_mean_1,8,0.0028341130132566892,2,0.010303721323980275,False
legacy_player_form,1,add,shots_per90_lineup_mean_trend_1_5,8,0.0028345642112972413,2,0.010304103983108881,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_5,8,0.0028598812882919544,2,0.0113410210250382,False
legacy_player_form,1,add,key_passes_per90_lineup_mean_ewm,8,0.002861292881564892,2,0.012823008106163103,False
legacy_player_form,1,add,fwd_rating_mean_5,8,0.002878225059251882,2,0.010933945563733172,False
legacy_player_form,1,remove,key_passes_per90_sum_5,6,0.002888848093042107,1,0.00894204508392149,False
legacy_player_form,1,add,adjusted_rating_lineup_std_across_starters_5,8,0.002892582078534445,1,0.010108872177871486,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_1,8,0.002903479431960387,2,0.010874212753016699,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_trend_1_5,8,0.002923758103332874,2,0.011180285864344164,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_std_5,8,0.0029286497947978996,2,0.0104605026114718,False
legacy_player_form,1,add,shots_per90_lineup_mean_ewm,8,0.0029338362026963606,2,0.011488384939685847,False
legacy_player_form,1,add,defensive_actions_per90_lineup_mean_1,8,0.002936058427509858,2,0.01133088820771877,False
legacy_player_form,1,add,defensive_actions_per90_lineup_mean_trend_1_5,8,0.002937712198394471,2,0.011336460521692238,False
legacy_player_form,1,add,gk_saves_per90_5,8,0.003008678202007875,1,0.00463774826837815,False
legacy_player_form,1,add,rating_lineup_mean_std_5,8,0.003034907791417174,2,0.010473216054418422,False
legacy_player_form,1,add,rating_lineup_mean_3,8,0.0030567783322973606,2,0.010182266400382223,False
legacy_player_form,1,add,retained_starters,8,0.003117851707640451,2,0.01164993731824382,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_1,8,0.003145088404314955,2,0.01192585597271223,False
legacy_player_form,1,add,def_adjusted_defensive_actions_5,8,0.003159584723881936,2,0.011687566473160715,False
legacy_player_form,1,add,new_starters,8,0.0031607699771035946,2,0.011231867012140961,False
legacy_player_form,1,add,def_rating_mean_5,8,0.003194959855540036,2,0.0105312323980562,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_3,8,0.003220165083630766,2,0.01405306988623356,False
legacy_player_form,1,add,defensive_actions_per90_lineup_mean_ewm,8,0.0032246564708966253,2,0.01111139695317287,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_3,8,0.0032329207375046297,2,0.01000233277544793,False
legacy_player_form,1,add,replacement_quality,8,0.0032528971338037006,2,0.010682051380101365,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_ewm,8,0.0032578036407273857,2,0.010935249582216477,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_trend_1_5,8,0.003321135057938607,2,0.010656858726214358,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_std_5,8,0.00334106423771825,2,0.010789849966094334,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_ewm,8,0.003366084459841057,2,0.016557378808997658,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_ewm,8,0.003406609617767886,2,0.013773974175200099,False
legacy_player_form,1,add,fwd_count,8,0.0036460749831122687,2,0.009361212538392727,False
legacy_player_form,1,add,key_passes_per90_lineup_mean_1,8,0.003685795231538447,2,0.012287408408341971,False
legacy_player_form,1,add,key_passes_per90_lineup_mean_trend_1_5,8,0.003691083159595854,2,0.01229323859789977,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_mean_std_5,8,0.0037626147973900846,2,0.012474930076151858,False
legacy_player_form,1,add,mid_count,8,0.0038274826608923006,1,0.01086813941121667,False
legacy_player_form,1,add,mid_adjusted_key_passes_5,8,0.0039550939076534505,2,0.01147561808850539,False
legacy_player_form,1,add,shots_per90_lineup_mean_3,8,0.003987844125831907,1,0.011347690101863428,False
legacy_player_form,1,add,gk_rating_mean_5,8,0.0039885128252127085,1,0.012189572643495294,False
legacy_player_form,1,add,adjusted_rating_lineup_mean_5,8,0.0040459320625794385,2,0.0143237583770921,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_5,8,0.004170843912603783,1,0.013090552933451294,False
legacy_player_form,1,add,def_count,8,0.004315906415212112,1,0.010891113176980216,False
legacy_player_form,1,add,adjusted_shots_lineup_mean_3,8,0.004364749163977111,1,0.011189577269841378,False
legacy_player_form,1,add,adjusted_key_passes_lineup_mean_5,8,0.004697619153455212,1,0.014733985715347231,False
legacy_player_form,1,add,defence_goal_rate_ewm,8,0.005590081192091478,1,0.008464946591975053,False
legacy_player_form,1,add,adjusted_defensive_actions_lineup_std_across_starters_5,8,0.005701772023315144,1,0.009665972040434179,False
legacy_player_form,1,add,attack_goal_rate_ewm,8,0.006388832008423617,1,0.01790882669368643,False
legacy_player_form,1,add,elo_difference,8,0.006857120714234899,1,0.023771632702970003,False
legacy_player_form,1,add,elo_rating,8,0.0068571578381402265,1,0.023771852345219724,False
legacy_player_form,1,add,opponent_elo_rating,8,0.006857256631786113,1,0.0237720610677582,False
legacy_player_form,1,add,elo_expected_result,8,0.007948117620442252,1,0.02617849531484584,False
legacy_player_form,1,add,expected_goals_strength,8,0.008476287297166851,1,0.015922951223243942,False
legacy_player_form,1,add,prior_team_matches,8,0.04614360595928191,1,0.1313313953388504,False
legacy_player_form,2,remove,defensive_actions_per90_sum_5,5,-0.001830270838557424,3,0.003191504053788985,True
legacy_player_form,2,add,missing_regular_starters,7,-0.001458561301846717,2,0.0032860393377007746,False
legacy_player_form,2,remove,shots_per90_sum_5,5,-0.001310435346884864,2,0.0037926538236557894,False
legacy_player_form,2,add,adjusted_shots_lineup_std_across_starters_5,7,-0.0011830215407762524,2,0.004401454054542064,False
legacy_player_form,2,add,mean_pairwise_prior_minutes,7,-0.0011522409950090351,2,0.006318216178237912,False
legacy_player_form,2,add,mean_pairwise_prior_starts,7,-0.001056289050862702,2,0.006209502295575708,False
legacy_player_form,2,remove,starters_without_full_window,5,-0.0009689718075912346,2,0.004044640631570617,False
legacy_player_form,2,add,key_passes_per90_lineup_mean_3,7,-0.0007042062867413712,2,0.005083885545914546,False
legacy_player_form,2,add,rating_lineup_std_across_starters_5,7,-0.0005843588146031253,2,0.0046435621488931655,False
legacy_player_form,2,add,rating_lineup_mean_trend_1_5,7,-0.0005813028318034874,2,0.003722124180967401,False
legacy_player_form,2,add,adjusted_rating_lineup_mean_trend_1_5,7,-0.0004706063560040441,2,0.003821241093059702,False
legacy_player_form,2,remove,starters_without_history,5,-0.0004264488195977023,2,0.004517238779125243,False
legacy_player_form,2,add,gk_count,7,-0.00040230743239464404,2,0.0037243406686420233,False
legacy_player_form,2,add,fwd_adjusted_shots_5,7,-0.00026219378147129824,2,0.005581220491872818,False
legacy_player_form,2,add,rating_lineup_min_5,7,-0.00024305798824533209,2,0.005132913128197747,False
legacy_player_form,2,add,adjusted_rating_lineup_mean_1,7,-0.00022836544428928018,2,0.004255158576976337,False
legacy_player_form,2,add,adjusted_key_passes_lineup_std_across_starters_5,7,-0.00022586247619897913,3,0.006221567471032419,False
legacy_player_form,2,add,rating_lineup_mean_1,7,-0.0001268978224088446,2,0.004178409016850182,False
legacy_player_form,2,remove,recent_minutes_sum_5,5,-0.0001158729895402777,2,0.0036027960982291107,False
legacy_player_form,2,add,adjusted_defensive_actions_lineup_mean_5,7,-4.0918020737867875e-05,2,0.004529632886340229,False
legacy_player_form,2,add,adjusted_shots_lineup_mean_trend_1_5,7,1.4815156502478999e-05,2,0.005064060217223942,False
legacy_player_form,2,add,mid_rating_mean_5,7,2.5577665978993025e-05,2,0.004722728372281715,False
legacy_player_form,2,add,defensive_actions_per90_lineup_mean_3,7,5.093804601179475e-05,2,0.003795341760410853,False
legacy_player_form,2,add,adjusted_shots_lineup_mean_1,7,5.210369290502559e-05,2,0.004452274473237816,False
legacy_player_form,2,add,new_player_pairs,7,9.179432882162608e-05,2,0.004229927824000113,False
