model,feature_set,feature_signature,base_feature_count,equal_league_log_loss,equal_league_baseline_log_loss,equal_league_log_loss_delta,equal_league_brier_delta,leagues_improved,worst_league_log_loss_delta,league_delta_std,fold_league_delta_std,seed_feature_set,features,selection_source,best_observed_delta,selection_tolerance,max_acceptable_league_harm
dixon_coles_player_form,floating_s2_t5_remove_starters_without_full_window,key_passes_per90_sum_5|missing_regular_starters|recent_minutes_sum_5|starters_without_history,4,0.9575050240471809,0.9620814706274567,-0.004576446580275806,-0.0038775672177867593,5,-0.0008391778853038545,0.003918204091983995,0.008221201128793055,legacy_player_form,key_passes_per90_sum_5|recent_minutes_sum_5|starters_without_history|missing_regular_starters,floating_refinement,-0.006042329527615786,0.005,0.01
