comparison,priority,training_scope,baseline_model,enhanced_model,weighting,metric,matches,leagues,observed_baseline,observed_enhanced,observed_absolute_improvement,observed_relative_improvement_pct,lower_95_absolute,upper_95_absolute,lower_95_relative_pct,upper_95_relative_pct,samples_favouring_enhanced_pct,interval_excludes_zero,repetitions,seed
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,equal_league,log_loss,2560,5,0.9329651029141445,0.9330053833894321,-4.028047528756113e-05,-0.004317468591455764,-0.003473411208086842,0.00337315254002933,-0.3729961089648427,0.3607583302288426,48.559999999999995,False,10000,62
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,equal_league,brier_score,2560,5,0.5499576453099924,0.5499785199339241,-2.087462393178434e-05,-0.003795678469024288,-0.0021923398892826572,0.002075737434401455,-0.39816431552238485,0.37891053577296047,48.870000000000005,False,10000,62
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,equal_league,rps,2560,5,0.18449281476619306,0.18421113924465973,0.0002816755215333203,0.1526756052208789,-0.0006823562174491631,0.0012368201672490484,-0.3699982589601142,0.6698723096438772,71.95,False,10000,62
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,match_weighted,log_loss,2560,5,0.9352461549187033,0.936147314409585,-0.0009011594908816606,-0.09635532700586127,-0.004225703148145175,0.002345764745833431,-0.4509314013492281,0.25064258931471006,29.28,False,10000,62
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,match_weighted,brier_score,2560,5,0.5518717991138045,0.5523635597664562,-0.0004917606526517199,-0.08910776985549705,-0.0026279475228420165,0.0016054815692298373,-0.47643650832305495,0.29378354600127854,32.269999999999996,False,10000,62
Calibrated pooled players versus calibrated market,calibration,pooled,recalibrated_market_temperature_scaled,market_plus_player_form_temperature_scaled,match_weighted,rps,2560,5,0.1845423642801442,0.1844831747097262,5.9189570418004266e-05,0.03207370331949993,-0.0008849957836738201,0.0010062636752195214,-0.47766671191450394,0.5451933388683462,54.31,False,10000,62
