model,matches,log_loss,brier_score,accuracy
closing_market,3895,0.9266801335327506,0.5456567225209887,0.5745992849494576
market_plus_player_form,3895,0.924126952129056,0.5439896344715034,0.5707886247124438
recalibrated_market,3895,0.9248014846299056,0.544372839429793,0.5720749703231924
