training_scope,model,leagues,matches,log_loss,brier_score,accuracy,closing_market_log_loss,log_loss_vs_closing_market,log_loss_relative_to_closing_market,market_comparison,log_loss_change_vs_final,brier_change_vs_final,interpretation
pooled,deliberate_hindsight_model,5,3895,0.8927950093252519,0.5246281833072103,0.5923375271458866,0.9266801335327506,-0.033885124207498674,-0.03656614939862754,outperforms_market,-0.031331942803804136,-0.01936145116429311,invalid; improvement demonstrates hindsight leakage
pooled,without_player_ratings,5,3895,0.9238901386773826,0.5438678412582336,0.5722933766043565,0.9266801335327506,-0.0027899948553680165,-0.003010742061267479,outperforms_market,-0.00023681345167347878,-0.00012179321326977188,positive change means ratings block helped
pooled,market_plus_player_form,5,3895,0.924126952129056,0.5439896344715034,0.5707886247124438,0.9266801335327506,-0.0025531814036945,-0.0027551916905363,outperforms_market,0.0,0.0,final pooled model
pooled,without_attacking_output,5,3895,0.9241477854655992,0.544158128214153,0.5743042228933902,0.9266801335327506,-0.002532348067151413,-0.0027327099994012283,outperforms_market,2.083333654312458e-05,0.00016849374264960026,positive change means attacking block helped
pooled,without_team_strength_context,5,3895,0.9244738419501074,0.5441198198010818,0.570433706734147,0.9266801335327506,-0.002206291582643183,-0.0023808555971003864,outperforms_market,0.0003468898210513549,0.000130185329578425,positive change means team context helped
pooled,without_defensive_output,5,3895,0.9246926776101922,0.5442581037553686,0.5707782904531956,0.9266801335327506,-0.0019874559225583344,-0.002144705438954027,outperforms_market,0.0005657254811362034,0.00026846928386525803,positive change means defensive block helped
pooled,recalibrated_market,5,3895,0.9248014846299056,0.544372839429793,0.5720749703231924,0.9266801335327506,-0.001878648902845,-0.002027289498139,outperforms_market,0.0006745325008495895,0.0003832049582895847,market-only reference
pooled,shuffled_player_features,5,3895,0.9249996882693363,0.5444465191585891,0.5710933923457677,0.9266801335327506,-0.0016804452634142653,-0.0018134037869226374,outperforms_market,0.0008727361402802725,0.0004568846870857124,positive change means real player ordering helped
pooled,closing_market,5,3895,0.9266801335327506,0.5456567225209887,0.5745992849494576,0.9266801335327506,0.0,0.0,baseline,0.0025531814036945377,0.0016670880494853435,raw market reference
