aggregation,model,matches,log_loss,brier_score,rps
equal_league,market_plus_player_form,1163,0.9580446601867452,0.5709279461514908,0.1888509708611824
equal_league,recalibrated_market,1163,0.9566798166872044,0.5697304341952878,0.1883722473944578
match_weighted,market_plus_player_form,1163,0.9603540219446284,0.5725217443618497,0.1897089358580896
match_weighted,recalibrated_market,1163,0.9588789275409404,0.5711904476566382,0.1891839980705087
